variable_name,dataset,code_list,definition,,
new_sp_f2534,Notification,,New pulmonary smear positive cases: females aged 25-34 years (not used after 2012)
new_sp_f3544,Notification,,New pulmonary smear positive cases: females aged 35-44 years (not used after 2012)
new_sp_f4554,Notification,,New pulmonary smear positive cases: females aged 45-54 years (not used after 2012)
new_sp_f514,Notification,,New pulmonary smear positive cases: females aged 5-14 years (not used after 2012)
new_sp_f5564,Notification,,New pulmonary smear positive cases: females aged 55-64 years (not used after 2012)
new_sp_f65,Notification,,New pulmonary smear positive cases: females aged 65 and over (not used after 2012)
new_sp_fu,Notification,,New pulmonary smear positive cases: females age unknown (not used after 2012)
new_sp_m014,Notification,,New pulmonary smear positive cases: males aged 0-14 years (not used after 2012)
new_sp_m04,Notification,,New pulmonary smear positive cases: males aged 0-4 years (not used after 2012)
new_sp_m1524,Notification,,New pulmonary smear positive cases: males aged 15-24 years (not used after 2012)
new_sp_m2534,Notification,,New pulmonary smear positive cases: males aged 25-34 years (not used after 2012)
new_sp_m3544,Notification,,New pulmonary smear positive cases: males aged 35-44 years (not used after 2012)
new_sp_m4554,Notification,,New pulmonary smear positive cases: males aged 45-54 years (not used after 2012)
new_sp_m514,Notification,,New pulmonary smear positive cases: males aged 5-14 years (not used after 2012)
new_sp_m5564,Notification,,New pulmonary smear positive cases: males aged 55-64 years (not used after 2012)
new_sp_m65,Notification,,New pulmonary smear positive cases: males aged 65 years and over (not used after 2012)
new_sp_mu,Notification,,New pulmonary smear positive cases: males age unknown (not used after 2012)
new_su,Notification,,New pulmonary smear unknown/not done cases
newinc_rdx,Notification,,(if rdx_data_available=60) Number of new and relapse cases notified and tested using a WHO-recommended rapid diagnostic (for example Xpert MTB/RIF) at the time of TB diagnosis (regardless of test result)
newrel_art,Notification,,"HIV-positive new and relapse (or all, if newrel_tbhiv_flg = 0 and year > 2015) TB patients started or continued on antiretroviral therapy"
newrel_f014,Notification,,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): females aged 0-14 years
newrel_f04,Notification,,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): females aged 0-4 years
newrel_f1524,Notification,,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): females aged 15-24 years
newrel_f15plus,Notification,,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): females aged 15 years and over
newrel_f2534,Notification,,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): females aged 25-34 years
newrel_f3544,Notification,,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): females aged 35-44 years
newrel_f4554,Notification,,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): females aged 45-54 years
newrel_f514,Notification,,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): females aged 5-14 years
newrel_f5564,Notification,,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): females aged 55-64 years
newrel_f65,Notification,,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): females aged 65 years and over
newrel_fu,Notification,,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): females age unknown
newrel_hivpos,Notification,,"Number of new and relapse  (or all, if newrel_tbhiv_flg = 0 and year > 2015) TB patients recorded as HIV-positive"
newrel_hivtest,Notification,,"Number of new and relapse (or all, if newrel_tbhiv_flg = 0 and year > 2015) TB patients tested for HIV at the time of TB diagnosis or with known HIV status at the time of TB diagnosis"
newrel_m014,Notification,,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): males aged 0-14 years
newrel_m04,Notification,,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): males aged 0-4 years
newrel_m1524,Notification,,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): males aged 15-24 years
newrel_m15plus,Notification,,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): males aged 15 years and over
newrel_m2534,Notification,,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): males aged 25-34 years
newrel_m3544,Notification,,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): males aged 35-44 years
newrel_m4554,Notification,,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): males aged 45-54 years
newrel_m514,Notification,,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): males aged 5-14 years
newrel_m5564,Notification,,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): males aged 55-64 years
newrel_m65,Notification,,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): males aged 65 years and over
newrel_mu,Notification,,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): males age unknown
newrel_sexunk014,Notification,,"New and relapse cases (but only new cases if rel_in_agesex_flg = 0): sex unknown, aged 0-14 years"
newrel_sexunk04,Notification,,"New and relapse cases (but only new cases if rel_in_agesex_flg = 0): sex unknown, aged 0-4 years"
newrel_sexunk15plus,Notification,,"New and relapse cases (but only new cases if rel_in_agesex_flg = 0): sex unknown, aged 15 years and over"
newrel_sexunk514,Notification,,"New and relapse cases (but only new cases if rel_in_agesex_flg = 0): sex unknown, aged 5-14 years"
newrel_sexunkageunk,Notification,,"New and relapse cases (but only new cases if rel_in_agesex_flg = 0): sex unknown, age unknown"
newrel_tbhiv_flg,Notification,0=No; 1=Yes.,"Are data on HIV testing, HIV positivity and provision of antiretroviral therapy (ART) restricted to new and relapse TB cases only?"
newret_oth,Notification,,Other cases not included in new and re-treatment case numbers
notif_foreign,Notification,,New and re-treatment TB cases among foreign-born individuals
rdst_new,Notification,,"Number of TB cases (pulmonary or extrapulmonary) tested for susceptibility to rifampicin using phenotypic DST or WHO-recommended rapid molecular diagnostics (e.g. Xpert MTB/RIF), before or after starting treatment: new cases"
rdst_ret,Notification,,"Number of TB cases (pulmonary or extrapulmonary) tested for susceptibility to rifampicin using phenotypic DST or WHO-recommended rapid molecular diagnostics (e.g. Xpert MTB/RIF), before or after starting treatment: previously treated cases"
rdst_unk,Notification,,"Number of TB cases (pulmonary or extrapulmonary) tested for susceptibility to rifampicin using phenotypic DST or WHO-recommended rapid molecular diagnostics (e.g. Xpert MTB/RIF), before or after starting treatment: cases with unknown previous TB treatment history"
rdx_data_available,Notification,0=No; 60= Yes available from the routine surveillance system; 61=Yes  estimated from a survey of a random sample of medical records or treatment cards of TB patients representative of the national TB patient population,Are data available on the number of new and relapse cases tested using a WHO-recommended rapid diagnostic during the reporting year?
rdxsurvey_newinc,Notification,,(if rdx_data_available=61) Number of new and relapse cases whose medical records or treatment cards were included in the survey
rdxsurvey_newinc_rdx,Notification,,(if rdx_data_available=61) Among the cases reported in rdxsurvey_newinc the number tested using a WHO-recommended rapid diagnostic (such as Xpert MTB/RIF) at the time of TB diagnosis (regardless of test result)
rel_in_agesex_flg,Notification,0=No; 1=Yes.,Are all relapse cases included with new cases in the disaggregations by age and sex?
ret_nrel,Notification,,"Previously treated patients, excluding relapse cases (pulmonary or extrapulmonary, bacteriologically confirmed or clinically diagnosed)"
ret_oth,Notification,,Other re-treatment cases
ret_rel,Notification,,Relapse cases
ret_rel_clindx,Notification,,"Relapse pulmonary clinically diagnosed TB cases (not bacteriologically confirmed as positive for TB, but diagnosed with active TB by a clinician or another medical practitioner who has decided to give the patient a full course of TB treatment)."
ret_rel_ep,Notification,,Relapse extrapulmonary cases (bacteriologically confirmed or clinically diagnosed)
ret_rel_labconf,Notification,,Relapse  pulmonary bacteriologically confirmed TB cases (smear positive or culture positive or positive by WHO-recommended rapid diagnostics such as Xpert MTB/RIF).
ret_tad,Notification,,Treatment after default cases
ret_taf,Notification,,Treatment after failure cases
rr_sldst,Notification,,Number of laboratory-confirmed RR-TB or MDR-TB cases tested for susceptibility to second-line drugs (fluoroquinolones and second-line injectable agents)
unconf_mdr_tx,Notification,,Number of MDR-TB (not laboratory-confirmed) patients who started treatment for MDR-TB
unconf_rrmdr_tx,Notification,,Number of patients (not laboratory-confirmed as having rifampicin-resistant (RR-TB) or multidrg-resistant TB (MDR-TB)) who started treatment for MDR-TB
c_new_snep_tsr,Outcomes,,"Treatment success rate for new pulmonary smear-negative/extrapulmonary/smear unknown/smear not done cases, percent  (not used after 2011)"
c_new_sp_tsr,Outcomes,,"Treatment success rate for new pulmonary smear-positive (and/or culture-positive) cases, percent  (not used after 2011)"
c_new_tsr,Outcomes,,"Treatment success rate for all new cases (including relapse cases if rel_with_new_flg = 1), percent"
c_ret_tsr,Outcomes,,"Treatment success rate for re-treatment cases (excluding relapse cases if rel_with_new_flg = 1), percent"
c_tbhiv_tsr,Outcomes,,"Treatment success rate for HIV-positive TB cases, percent"
hiv_new_snep_cmplt,Outcomes,,Outcomes for new pulmonary smear-negative/extrapulmonary/smear unknown/smear not done HIV-positive TB cases: completed  (not used after 2011)
hiv_new_snep_coh,Outcomes,,Outcomes for new pulmonary smear-negative/extrapulmonary/smear unknown/smear not done HIV-positive TB cases: cohort size  (not used after 2011)
hiv_new_snep_def,Outcomes,,Outcomes for new pulmonary smear-negative/extrapulmonary/smear unknown/smear not done HIV-positive TB cases: defaulted  (not used after 2011)
hiv_new_snep_died,Outcomes,,Outcomes for new pulmonary smear-negative/extrapulmonary/smear unknown/smear not done HIV-positive TB cases: died  (not used after 2011)
hiv_new_snep_fail,Outcomes,,Outcomes for new pulmonary smear-negative/extrapulmonary/smear unknown/smear not done HIV-positive TB cases: failed (not used after 2011)
hiv_new_sp_cmplt,Outcomes,,Outcomes for new pulmonary smear-positive (and/or culture-positive) HIV-positive TB cases: completed (not used after 2011)
hiv_new_sp_coh,Outcomes,,Outcomes for new pulmonary smear-positive (and/or culture-positive) HIV-positive TB cases: cohort size (not used after 2011)
hiv_new_sp_cur,Outcomes,,Outcomes for new pulmonary smear-positive (and/or culture-positive) HIV-positive TB cases: cured (not used after 2011)
hiv_new_sp_def,Outcomes,,Outcomes for new pulmonary smear-positive (and/or culture-positive) HIV-positive TB cases: defaulted (not used after 2011)
hiv_new_sp_died,Outcomes,,Outcomes for new pulmonary smear-positive (and/or culture-positive) HIV-positive TB cases: died (not used after 2011)
hiv_new_sp_fail,Outcomes,,Outcomes for new pulmonary smear-positive (and/or culture-positive) HIV-positive TB cases: failed (not used after 2011)
hiv_ret_cmplt,Outcomes,,Outcomes for re-treatment HIV-positive TB cases: completed (not used after 2011)
hiv_ret_coh,Outcomes,,Outcomes for re-treatment HIV-positive TB cases: cohort size (not used after 2011)
hiv_ret_cur,Outcomes,,Outcomes for re-treatment HIV-positive TB cases: cured (not used after 2011)
hiv_ret_def,Outcomes,,Outcomes for re-treatment HIV-positive TB cases: defaulted (not used after 2011)
hiv_ret_died,Outcomes,,Outcomes for re-treatment HIV-positive TB cases: died (not used after 2011)
hiv_ret_fail,Outcomes,,Outcomes for re-treatment HIV-positive TB cases: failed (not used after 2011)
mdr_coh,Outcomes,,Outcomes for MDR-TB cases: cohort size
mdr_died,Outcomes,,Outcomes for MDR-TB cases: died
mdr_fail,Outcomes,,Outcomes for MDR-TB cases: treatment failed
mdr_lost,Outcomes,,Outcomes for MDR-TB cases: lost to follow-up
mdr_succ,Outcomes,,Outcomes for MDR-TB cases: treatment success (Cured or treatment completed)
new_snep_cmplt,Outcomes,,Outcomes for new pulmonary smear-negative/extrapulmonary/smear unknown/smear not done cases: completed (not used after 2011)
new_snep_coh,Outcomes,,Outcomes for new pulmonary smear-negative/extrapulmonary/smear unknown/smear not done cases: cohort size (not used after 2011)
new_snep_def,Outcomes,,Outcomes for new pulmonary smear-negative/extrapulmonary/smear unknown/smear not done cases: defauled (not used after 2011)
new_snep_died,Outcomes,,Outcomes for new pulmonary smear-negative/extrapulmonary/smear unknown/smear not done cases: died (not used after 2011)
new_snep_fail,Outcomes,,Outcomes for new pulmonary smear-negative/extrapulmonary/smear unknown/smear not done cases: failed (not used after 2011)
new_sp_cmplt,Outcomes,,Outcomes for new pulmonary smear-positive (and/or culture-positive) cases: completed (not used after 2011)
new_sp_coh,Outcomes,,Outcomes for new pulmonary smear-positive (and/or culture-positive) cases: cohort size (not used after 2011)
new_sp_cur,Outcomes,,Outcomes for new pulmonary smear-positive (and/or culture-positive) cases: cured (not used after 2011)
new_sp_def,Outcomes,,Outcomes for new pulmonary smear-positive (and/or culture-positive) cases: defaulted (not used after 2011)
new_sp_died,Outcomes,,Outcomes for new pulmonary smear-positive (and/or culture-positive) cases: died (not used after 2011)
new_sp_fail,Outcomes,,Outcomes for new pulmonary smear-positive (and/or culture-positive) cases: failed (not used after 2011)
newrel_coh,Outcomes,,Outcomes for all new and relapse cases (but only new cases if rel_with_new_flg = 0): cohort size
newrel_died,Outcomes,,Outcomes for all new and relapse cases (but only new cases if rel_with_new_flg = 0): died
newrel_fail,Outcomes,,Outcomes for all new and relapse cases (but only new cases if rel_with_new_flg = 0): treatment failed
newrel_lost,Outcomes,,Outcomes for all new and relapse cases (but only new cases if rel_with_new_flg = 0): lost to follow-up
newrel_succ,Outcomes,,Outcomes for all new and relapse cases (but only new cases if rel_with_new_flg = 0): treatment success (cured or treatment completed)
rel_with_new_flg,Outcomes,0=No; 1=Yes;,Are outcomes of relapse cases included in the newrel outcome variables?
rep_meth,Outcomes,100=smear;101=culture;102=smear or culture;,Method of confirmation used to report treatment outcomes of pulmonary cases  (not used after 2011)
ret_cmplt,Outcomes,,Outcomes for re-treatment cases: completed  (not used after 2011)
ret_coh,Outcomes,,Outcomes for re-treatment cases: cohort size (not used after 2011)
ret_cur,Outcomes,,Outcomes for re-treatment cases: cured (not used after 2011)
ret_def,Outcomes,,Outcomes for re-treatment cases: defaulted (not used after 2011)
ret_died,Outcomes,,Outcomes for re-treatment cases: died (not used after 2011)
ret_fail,Outcomes,,Outcomes for re-treatment cases: failed (not used after 2011)
ret_nrel_coh,Outcomes,,Outcomes for previously treated patients (excluding relapse cases if rel_with_new_flg = 1): cohort size
ret_nrel_died,Outcomes,,Outcomes for previously treated patients (excluding relapse cases if rel_with_new_flg = 1): died
ret_nrel_fail,Outcomes,,Outcomes for previously treated patients (excluding relapse cases if rel_with_new_flg = 1): treatment failed
ret_nrel_lost,Outcomes,,Outcomes for previously treated patients (excluding relapse cases if rel_with_new_flg = 1): lost to follow-up
ret_nrel_succ,Outcomes,,Outcomes for previously treated patients (excluding relapse cases if rel_with_new_flg = 1): treatment success (cured or treatment completed)
tbhiv_coh,Outcomes,,"Outcomes for HIV-positive TB cases, all types: cohort size"
tbhiv_died,Outcomes,,"Outcomes for HIV-positive TB cases, all types: died"
tbhiv_fail,Outcomes,,"Outcomes for HIV-positive TB cases, all types: treatment failed"
tbhiv_lost,Outcomes,,"Outcomes for HIV-positive TB cases, all types: lost to follow-up"
tbhiv_succ,Outcomes,,"Outcomes for HIV-positive TB cases, all types: treatment success (cured or treatment completed)"
xdr_coh,Outcomes,,Outcomes for XDR-TB cases: cohort size
xdr_died,Outcomes,,Outcomes for XDR-TB cases: number died
xdr_fail,Outcomes,,Outcomes for XDR-TB cases: number whose treatment failed
xdr_lost,Outcomes,,Outcomes for XDR-TB cases: lost to follow-up
xdr_succ,Outcomes,,Outcomes for XDR-TB cases: treatment success (Cured or treatment completed)
caseb_err_nat,Policies and services,0=No; 42=Yes (all TB patients in the country); 43=Yes (but only for MDR-TB patients countrywide),Did the National Treatment Programme keep (or have access to) an electronic case-based database for TB patients on treatment at national level
digital_adherence_support,Policies and services,3=don't know; 210=Not used by any treatment centre; 211=Used only by public sector treatment centres; 212=Used only by private sector treatment centres; 213=Used by public and private  sector treatment centres,"Did any treatment centre use digital technologies such as short text messaging via mobile phones, video-communication or electronic medication monitors to support TB medication adherence in patients at risk of interrupting treatment?"
ep_spec_available,Policies and services,0=No; 1=Yes; 2=Not applicable,Are data available on the number of bacteriologically confirmed extrapulmonary TB cases with test results for the speciation of the Mycobacterium tuberculosis complex in the reporting year?
free_dx_followup,Policies and services,0=No; 1=yes,"Does national policy indicate that TB diagnostic and follow-up tests provided through the national TB programme are free of charge or that fees can be fully reimbursed through health insurance, or both, for all people with signs or symptoms of TB?"
hcw_tb_infected,Policies and services,,Number of health-care workers who had TB
hcw_tot,Policies and services,,Total number of health-care workers who were working in the country in the public and private sector
lf_urine_lam,Policies and services,0=No; 1=yes,Does national policy and the diagnostic algorithm indicate the use of the lateral flow urine lipoarabinomannan assay (LF-LAM) to assist in the detection of TB in people living with HIV?
mdrxdr_fail_morphine,Policies and services,,Number of patients who started second-line TB treatment 3 years previously whose treatment failed and who received oral morphine by prescription to treat pain or terminal dyspnoea
newinc_con_prevtx,Policies and services,,(If prevtx_data_available=60) Number of household contacts of bacteriologically-confirmed pulmonary new and relapse TB cases notified in the reporting year who were started on TB preventive treatment
newrel_ep_labconf,Policies and services,,"(if ep_spec_available=1) Among the new and relapse extrapulmonary TB cases reported in new_ep and ret_rel_ep, the number of cases that were bacteriologically confirmed, i.e. by culture or molecular technologies"
newrel_ep_mbovis,Policies and services,,"(if ep_spec_available=1) Among extrapulmonary TB cases with test results for speciation reported in newrel_ep_spec, number of cases identified as having Mycobacterium bovis"
newrel_ep_spec,Policies and services,,"(if ep_spec_available=1) Among bacteriologically confirmed extrapulmonary TB cases reported in newrel_ep_labconf, number of cases with test results for the speciation of the Mycobacterium tuberculosis complex"
newrel_pulm_mbovis,Policies and services,,"(if pulm_spec_available=1) Among pulmonary cases with test results for speciation reported in newrel_pulm_spec, number of cases identified as having Mycobacterium bovis"
newrel_pulm_spec,Policies and services,,"(if pulm_spec_available=1) Among bacteriologically confirmed new and relapse pulmonary TB cases, number of cases with test results for the speciation of the Mycobacterium tuberculosis complex"
prevtx_short_data_available,Policies and services,0=No; 1=Yes; 2=Not applicable,Are data available on the number of patients treated using shorter TB preventive treatment regimens containing rifampicin or rifapentine?
prevtx_short_rifamycin,Policies and services,,(if prevtx_short_data_available=1) Total number of individuals started on shorter TB preventive treatment regimens containing rifampicin or rifapentine in the reporting year
priv_new_dx,Policies and services,,Number of new cases of TB diagnosed according to National Treatment Programme (NTP)  guidelines by private providers
ptsurvey_newinc_con_prevtx,Policies and services,,(If prevtx_data_available=61) Number of household contacts of the TB cases surveyed in ptsurvey_newinc who were started on TB preventive treatment.
pub_new_dx,Policies and services,,Number of new cases of TB diagnosed according to National Treatment Programme (NTP)  guidelines by non-NTP public providers
pulm_spec_available,Policies and services,0=No; 1=Yes; 2=Not applicable,Are data available on the number of bacteriologically confirmed pulmonary TB cases with test results for the speciation of the Mycobacterium tuberculosis complex in the reporting year?
universal_dst,Policies and services,0=No; 1=yes,Does national policy and the diagnostic algorithm indicate there is universal access to drug susceptibility testing?
wrd_initial_test,Policies and services,0=No; 1=yes,Does national policy and the diagnostic algorithm indicate a WHO-recommended rapid diagnostic as the initial diagnostic test for all people with signs or symptoms of TB?
